06 037 000000 4469 5709
06 037 000001 3246 4133
06 037 000002 5564 7130
06 037 000003 4011 5146
06 037 000004 2001 2578
06 037 000005 2622 3344
06 037 000006 5004 6452
06 037 000007 3996 5133
06 037 000008 3640 4651
06 037 000009 3256 4156
06 037 000010 2744 3499
06 037 000011 2298 2947
06 037 000012 3315 4253
06 037 000013 3754 4819
06 037 000014 2172 2794
06 037 000015 3858 4916
06 037 000016 3011 3844
06 037 000017 4400 5665
06 037 000018 2763 3528
06 037 000019 1426 1805
06 037 000020 1186 1551
06 037 000021 2168 2790
06 037 000022 2188 2801
06 037 000023 4358 5578
06 037 000024 1287 1666
06 037 000025 3379 4317
06 037 000026 2138 2741
06 037 000027 4097 5253
06 037 000028 5123 6562
06 037 000029 3685 4680
06 037 000030 3351 4284
06 037 000031 3241 4167
06 037 000032 5270 6798
06 037 000033 1750 2240
06 037 000034 4061 5236
06 037 000035 2387 3002
06 037 000036 4071 5273
06 037 000037 3926 5004
06 037 000038 2424 3102
06 037 000039 5764 7410
06 037 000040 2303 2989
06 037 000041 3452 4401
06 037 000042 3428 4418
06 037 000043 4062 5257
06 037 000044 3170 4020
06 037 000045 3322 4273
06 037 000046 1355 1739
06 037 000047 4027 5129
06 037 000048 3059 3934
06 037 000049 1711 2176
06 037 000050 3553 4555
06 037 000051 1433 1817
06 037 000052 5068 6474
06 037 000053 3301 4215
06 037 000054 3416 4335
06 037 000055 4449 5699
06 037 000056 2716 3484
06 037 000057 2579 3326
06 037 000058 3338 4295
06 037 000059 2419 3130
06 037 000060 2680 3428
06 037 000061 3919 5044
06 037 000062 1601 2045
06 037 000063 747 956
06 037 000064 2272 2923
06 037 000065 3678 4728
06 037 000066 592 759
06 037 000067 1573 2048
06 037 000068 5039 6497
06 037 000069 2878 3765
06 037 000070 1838 2310
06 037 000071 1488 1900
06 037 000072 3555 4551
06 037 000073 5172 6656
06 037 000074 2679 3480
06 037 000075 4130 5320
06 037 000076 2991 3857
06 037 000077 1430 1840
06 037 000078 3390 4346
06 037 000079 1390 1714
06 037 000080 3550 4535
06 037 000081 3212 4126
06 037 000082 2773 3555
06 037 000083 3851 4930
06 037 000084 3240 4148
06 037 000085 4260 5454
06 037 000086 5141 6655
06 037 000087 4278 5467
06 037 000088 5733 7335
06 037 000089 4751 6082
06 037 000090 2236 2837
06 037 000091 4679 5970
06 037 000092 2586 3292
06 037 000093 3555 4554
06 037 000094 4282 5473
06 037 000095 3434 4396
06 037 000096 3037 3863
06 037 000097 3834 4936
06 037 000098 3962 5068
06 037 000099 3926 5072
06 037 000100 4059 5150
06 037 000101 2740 3541
06 037 000102 3287 4241
06 037 000103 3548 4569
06 037 000104 2620 3364
06 037 000105 2634 3403
06 037 000106 1376 1792
06 037 000107 2328 2984
06 037 000108 4212 5406
06 037 000109 3799 4854
06 037 000110 1874 2389
06 037 000111 2018 2558
06 037 000112 1926 2490
06 037 000113 3527 4539
06 037 000114 4039 5211
06 037 000115 2697 3432
06 037 000116 4577 5890
06 037 000117 869 1092
06 037 000118 3435 4428
06 037 000119 3116 4031
06 037 000120 1941 2570
06 037 000121 3375 4263
06 037 000122 4345 5526
06 037 000123 3675 4740
06 037 000124 2986 3810
06 037 000125 4033 5175
06 037 000126 5501 7054
06 037 000127 2242 2892
06 037 000128 3344 4277
06 037 000129 3058 3933
06 037 000130 4149 5311
06 037 000131 3507 4515
06 037 000132 1804 2301
06 037 000133 3668 4694
06 037 000134 5391 6899
06 037 000135 4900 6255
06 037 000136 1849 2380
06 037 000137 1900 2450
06 037 000138 2904 3736
06 037 000139 4570 5798
06 037 000140 5416 6951
06 037 000141 3473 4437
06 037 000142 3703 4762
06 037 000143 3662 4686
06 037 010000 3897 4993
06 037 010001 2378 2982
06 037 010002 2941 3775
06 037 010003 3789 4832
06 037 010004 1101 1437
06 037 010005 3723 4750
06 037 010006 5679 7296
06 037 010007 5681 7306
06 037 010008 2402 3098
06 037 010009 1838 2325
06 037 010010 4141 5338
06 037 010011 3096 3926
06 037 010012 4445 5724
06 037 010013 3947 5072
06 037 010014 3425 4399
06 037 010015 2418 3161
06 037 010016 5753 7365
06 037 010017 3165 4053
06 037 010018 1728 2249
06 037 010019 2944 3760
06 037 010020 4970 6382
06 037 010021 2575 3350
06 037 010022 2621 3356
06 037 010023 2558 3297
06 037 010024 2566 3330
06 037 010025 2335 3003
06 037 010026 2968 3802
06 037 010027 2433 3137
06 037 010028 2356 3038
06 037 010029 4054 5151
06 037 010030 5202 6662
06 037 010031 3527 4491
06 037 010032 1848 2360
06 037 010033 2997 3826
06 037 010034 2401 3024
06 037 010035 4893 6250
06 037 010036 3414 4365
06 037 010037 2768 3599
06 037 010038 4308 5540
06 037 010039 2312 3006
06 037 010040 2025 2589
06 037 010041 3490 4431
06 037 010042 3770 4841
06 037 010043 3159 4046
06 037 010044 6554 8442
06 037 010045 3545 4537
06 037 010046 4405 5649
06 037 010047 4836 6230
06 037 010048 4296 5568
06 037 010049 3158 4007
06 037 010050 2614 3327
06 037 010051 4442 5660
06 037 010052 3007 3876
06 037 010053 2206 2810
06 037 010054 3484 4457
06 037 010055 2703 3468
06 037 010056 3244 4191
06 037 010057 4524 5802
06 037 010058 3873 4917
06 037 010059 2518 3204
06 037 010060 1085 1396
06 037 010061 2453 3174
06 037 010062 3839 4927
06 037 010063 4561 5864
06 037 010064 3821 4859
06 037 010065 3524 4547
06 037 010066 3008 3850
06 037 010067 1905 2420
06 037 010068 2020 2626
06 037 010069 2644 3458
06 037 010070 3261 4182
06 037 010071 3514 4505
06 037 010072 2728 3483
06 037 010073 1998 2569
06 037 010074 4535 5874
06 037 010075 2484 3224
06 037 010076 2998 3841
06 037 010077 3153 4046
06 037 010078 960 1228
06 037 010079 2563 3318
06 037 010080 3933 5054
06 037 010081 3147 4095
06 037 010082 1717 2193
06 037 010083 4777 6079
06 037 010084 1862 2391
06 037 010085 1873 2337
06 037 010086 3673 4677
06 037 010087 4481 5771
06 037 010088 3655 4702
06 037 010089 4337 5619
06 037 010090 2918 3727
06 037 010091 1405 1776
06 037 010092 5008 6433
06 037 010093 2466 3230
06 037 010094 4340 5574
06 037 010095 3216 4092
06 037 010096 1476 1917
06 037 010097 5705 7283
06 037 010098 1948 2531
06 037 010099 3197 4123
06 037 010100 4796 6135
06 037 010101 3741 4759
06 037 010102 1837 2354
06 037 010103 5482 6977
06 037 010104 3768 4831
06 037 010105 2914 3754
06 037 010106 4975 6381
06 037 010107 4764 6094
06 037 010108 4422 5674
